idx	stored	current	delta	agree	sentence
1485	580	580	0.146272	1	What then can it possibly be, but sperm oil in its unmanufactured, unpolluted state, the sweetest of all oils?
1486	2145	2145	0.207714	1	Think of that, ye loyal Britons!
1487	2659	2659	1.331867	1	we whalemen supply your kings and queens with coronation stuff!
1488	1285	1285	0.139163	1	The chief mate of the Pequod was Starbuck, a native of Nantucket, and a Quaker by descent.
1489	1819	1819	0.042885	1	He was a long, earnest man, and though born on an icy coast, seemed well adapted to endure hot latitudes, his flesh bein
1490	1888	1888	0.014758	1	Transported to the Indies, his live blood would not spoil like bottled ale.
1491	2265	2265	0.247613	1	He must have been born in some time of general drought and famine, or upon one of those fast days for which his state is
1492	3055	3055	0.117785	1	Only some thirty arid summers had he seen; those summers had dried up all his physical superfluousness.
1493	1256	1256	0.106350	1	But this, his thinness, so to speak, seemed no more the token of wasting anxieties and cares, than it seemed the indicat
1494	1552	1552	1.117040	1	It was merely the condensation of the man.
1495	2761	2761	0.207470	1	He was by no means ill-looking; quite the contrary.
1496	392	392	0.096040	1	His pure tight skin was an excellent fit; and closely wrapped up in it, and embalmed with inner health and strength, lik
1497	1594	1594	0.078510	1	Looking into his eyes, you seemed to see there the yet lingering images of those thousand-fold perils he had calmly conf
1498	1054	1054	0.305782	1	A staid, steadfast man, whose life for the most part was a telling pantomime of action, and not a tame chapter of sounds
1499	1791	1791	0.004600	1	Yet, for all his hardy sobriety and fortitude, there were certain qualities in him which at times affected, and in some 
1500	1594	1594	0.838594	1	Uncommonly conscientious for a seaman, and endued with a deep natural reverence, the wild watery loneliness of his life 
1501	1888	1888	0.694989	1	Outward portents and inward presentiments were his.
1502	1319	1319	0.012928	1	And if at times these things bent the welded iron of his soul, much more did his far-away domestic memories of his young
1503	688	688	0.302705	1	“I will have no man in my boat,” said Starbuck, “who is not afraid of a whale.” By this, he seemed to mean, not only tha
1504	2609	2609	0.218181	1	“Aye, aye,” said Stubb, the second mate, “Starbuck, there, is as careful a man as you’ll find anywhere in this fishery.”
1505	1888	1888	0.084291	1	Starbuck was no crusader after perils; in him courage was not a sentiment; but a thing simply useful to him, and always 
1506	1594	1594	0.241796	1	Besides, he thought, perhaps, that in this business of whaling, courage was one of the great staple outfits of the ship,
1507	1790	1790	0.127141	1	Wherefore he had no fancy for lowering for whales after sun-down; nor for persisting in fighting a fish that too much pe
1508	690	690	0.062850	1	For, thought Starbuck, I am here in this critical ocean to kill whales for my living, and not to be killed by them for t
1509	8	8	0.195302	1	What doom was his own father’s?
1510	1815	1815	0.340927	1	Where, in the bottomless deeps, could he find the torn limbs of his brother?
1511	2265	2265	0.114788	1	With memories like these in him, and, moreover, given to a certain superstitiousness, as has been said; the courage of t
1512	1594	1594	0.475116	1	But it was not in reasonable nature that a man so organized, and with such terrible experiences and remembrances as he h
1513	1669	1669	0.086311	1	And brave as he might be, it was that sort of bravery chiefly, visible in some intrepid men, which, while generally abid
1514	674	674	0.102681	1	But were the coming narrative to reveal in any instance, the complete abasement of poor Starbuck’s fortitude, scarce mig
1515	8	8	0.376933	1	Men may seem detestable as joint stock-companies and nations; knaves, fools, and murderers there may be; men may have me
1516	1110	1110	0.084688	1	That immaculate manliness we feel within ourselves, so far within us, that it remains intact though all the outer charac
1517	62	62	0.166678	1	Nor can piety itself, at such a shameful sight, completely stifle her upbraidings against the permitting stars.
1518	748	748	1.947235	1	But this august dignity I treat of, is not the dignity of kings and robes, but that abounding dignity which has no robed
1519	1791	1791	0.217205	1	Thou shalt see it shining in the arm that wields a pick or drives a spike; that democratic dignity which, on all hands, 
1520	1371	1371	0.615012	1	The centre and circumference of all democracy!
1521	202	202	0.013249	1	His omnipresence, our divine equality!
1522	2697	2697	0.373480	1	If, then, to meanest mariners, and renegades and castaways, I shall hereafter ascribe high qualities, though dark; weave
1523	1888	1888	0.303039	1	Bear me out in it, thou great democratic God!
1524	935	935	0.121964	1	who didst not refuse to the swart convict, Bunyan, the pale, poetic pearl; Thou who didst clothe with doubly hammered le
1525	882	882	0.026856	1	Thou who, in all Thy mighty, earthly marchings, ever cullest Thy selectest champions from the kingly commons; bear me ou
1526	1888	1888	0.194438	1	Stubb was the second mate.
1527	1790	1790	0.138382	1	He was a native of Cape Cod; and hence, according to local usage, was called a Cape-Cod-man.
1528	2864	2864	0.134356	1	A happy-go-lucky; neither craven nor valiant; taking perils as they came with an indifferent air; and while engaged in t
1529	1552	1552	0.220169	1	Good-humored, easy, and careless, he presided over his whale-boat as if the most deadly encounter were but a dinner, and
1530	1718	1718	0.027410	1	He was as particular about the comfortable arrangement of his part of the boat, as an old stage-driver is about the snug
1531	1594	1594	0.143276	1	When close to the whale, in the very death-lock of the fight, he handled his unpitying lance coolly and off-handedly, as
1532	2659	2659	0.716386	1	He would hum over his old rigadig tunes while flank and flank with the most exasperated monster.
1533	2029	2029	0.368043	1	Long usage had, for this Stubb, converted the jaws of death into an easy chair.
1534	2954	2954	0.006140	1	What he thought of death itself, there is no telling.
1535	2661	2661	0.282372	1	Whether he ever thought of it at all, might be a question; but, if he ever did chance to cast his mind that way after a 
1536	1594	1594	0.224204	1	What, perhaps, with other things, made Stubb such an easy-going, unfearing man, so cheerily trudging off with the burden
1537	1054	1054	0.094043	1	For, like his nose, his short, black little pipe was one of the regular features of his face.
1538	3055	3055	0.072396	1	You would almost as soon have expected him to turn out of his bunk without his nose as without his pipe.
1539	2073	2073	0.028038	1	He kept a whole row of pipes there ready loaded, stuck in a rack, within easy reach of his hand; and, whenever he turned
1540	2874	2874	0.086565	1	For, when Stubb dressed, instead of first putting his legs into his trowsers, he put his pipe into his mouth.
1541	2073	2073	0.582462	1	I say this continual smoking must have been one cause, at least, of his peculiar disposition; for every one knows that t
1542	1308	1308	0.011210	1	The third mate was Flask, a native of Tisbury, in Martha’s Vineyard.
1543	1594	1594	0.091874	1	A short, stout, ruddy young fellow, very pugnacious concerning whales, who somehow seemed to think that the great leviat
1544	548	548	0.540540	1	So utterly lost was he to all sense of reverence for the many marvels of their majestic bulk and mystic ways; and so dea
1545	746	746	0.194352	1	This ignorant, unconscious fearlessness of his made him a little waggish in the matter of whales; he followed these fish
1546	562	562	0.521458	1	As a carpenter’s nails are divided into wrought nails and cut nails; so mankind may be similarly divided.
1547	1888	1888	0.133479	1	Little Flask was one of the wrought ones; made to clinch tight and last long.
1548	2761	2761	0.007985	1	They called him King-Post on board of the Pequod; because, in form, he could be well likened to the short, square timber
1549	1642	1642	0.228478	1	Now these three mates—Starbuck, Stubb, and Flask, were momentous men.
1550	294	294	0.031027	1	They it was who by universal prescription commanded three of the Pequod’s boats as headsmen.
1551	1098	1098	0.022162	1	In that grand order of battle in which Captain Ahab would probably marshal his forces to descend on the whales, these th
1552	392	392	0.167999	1	Or, being armed with their long keen whaling spears, they were as a picked trio of lancers; even as the harpooneers were
1553	1642	1642	0.724406	1	And since in this famous fishery, each mate or headsman, like a Gothic Knight of old, is always accompanied by his boat-
1554	351	351	0.306301	1	First of all was Queequeg, whom Starbuck, the chief mate, had selected for his squire.
1555	1888	1888	0.459718	1	But Queequeg is already known.
1556	2073	2073	0.257617	1	Next was Tashtego, an unmixed Indian from Gay Head, the most westerly promontory of Martha’s Vineyard, where there still
1557	1888	1888	0.212847	1	In the fishery, they usually go by the generic name of Gay-Headers.
1558	2874	2874	0.138233	1	Tashtego’s long, lean, sable hair, his high cheek bones, and black rounding eyes—for an Indian, Oriental in their largen
1559	945	945	0.065236	1	But no longer snuffing in the trail of the wild beasts of the woodland, Tashtego now hunted in the wake of the great wha
1560	1581	1581	0.228528	1	To look at the tawny brawn of his lithe snaky limbs, you would almost have credited the superstitions of some of the ear
1561	2073	2073	0.594712	1	Tashtego was Stubb the second mate’s squire.
1562	1054	1054	0.141650	1	Third among the harpooneers was Daggoo, a gigantic, coal-black negro-savage, with a lion-like tread—an Ahasuerus to beho
1563	548	548	0.221875	1	Suspended from his ears were two golden hoops, so large that the sailors called them ring-bolts, and would talk of secur
1564	1888	1888	0.113761	1	In his youth Daggoo had voluntarily shipped on board of a whaler, lying in a lonely bay on his native coast.
1565	1594	1594	0.633334	1	And never having been anywhere in the world but in Africa, Nantucket, and the pagan harbors most frequented by whalemen;
1566	2073	2073	0.024599	1	There was a corporeal humility in looking up at him; and a white man standing before him seemed a white flag come to beg
