# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	1034
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	native_connector	frame_class	source_provenance	completion_token_match	second_token_count_match
REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	AND	OR	REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_AGAIN__OR__THEY_SAID__NONE	they said again and again	they said again or again	1	4	4	1	1	-0.997741	-1.009074	-0.997741	-1.172952	541	2659	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	AND	TO	REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_AGAIN__TO__THEY_SAID__NONE	they said again and again	they said again to again	1	4	4	1	1	-2.619575	-2.614093	-2.619575	-3.285318	541	429	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	AND	BY	REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_AGAIN__BY__THEY_SAID__NONE	they said again and again	they said again by again	1	4	4	1	1	-2.689139	-2.671313	-2.689139	-2.587158	541	1594	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_AGAIN	THEY_SAID	AND	AFTER	REPEAT_CONNECTOR__AND_AGAIN__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_AGAIN__AFTER__THEY_SAID__NONE	they said again and again	they said again after again	1	4	4	1	1	-3.097297	-3.071631	-3.097297	-3.502943	541	1738	1	0	1	and	KNOWN_REPEAT	V9_ATTESTED		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	BARE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_TIME__KNOWN_RELATED__BARE__NONE	time and time	time and space	1	2	2	1	1	-1.360065	-1.360065	-1.360065	-0.766435	638	1888	0	0	0	and	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	BARE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__BARE__NONE	time and time	time and planet	1	2	2	1	1	-2.895125	-2.895125	-2.895125	-2.301494	638	1888	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	BARE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__BARE__NONE	time and time	mustard and time	0	2	3	1	1	-3.04151	-3.036163	-3.04151	-2.276753	638	592	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	BARE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__BARE__NONE	time and time	mustard and mustard	0	2	3	1	1	-2.296518	-2.291172	-2.296518	-1.607297	638	2659	0	0	0	and	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	BARE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__BARE__NONE	time and time	mustard and planet	0	2	3	1	1	-3.496705	-3.491358	-3.496705	-2.731947	638	592	0	0	0	and	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	BARE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__BARE__NONE	time and time	time time	0	2	1	1	1	-3.702051	-3.66231	-3.535792	-2.942161	638	1888	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	BARE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__BARE__NONE	time and time	mustard mustard	1	2	2	1	1	-3.655598	-3.542053	-3.535792	-2.771035	638	592	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	V9_SPACE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_TIME__KNOWN_RELATED__V9_SPACE__NONE	 time and time	 time and space	1	2	2	1	1	-0.395369	-0.395369	-0.395369	-0.395369	1888	1888	0	0	0	and	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	V9_SPACE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__V9_SPACE__NONE	 time and time	 time and planet	1	2	2	1	1	-2.291698	-2.291698	-2.291698	-2.291698	1888	1888	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	V9_SPACE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__V9_SPACE__NONE	 time and time	 mustard and time	1	2	2	1	1	-2.873769	-2.87412	-2.707487	-2.551189	1888	1888	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	V9_SPACE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__V9_SPACE__NONE	 time and time	 mustard and mustard	1	2	2	1	1	-1.365149	-1.3655	-1.365149	-1.208851	1888	1888	0	0	0	and	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	V9_SPACE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__V9_SPACE__NONE	 time and time	 mustard and planet	1	2	2	1	1	-2.85408	-2.854431	-2.707487	-2.551189	1888	1888	0	0	0	and	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	V9_SPACE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	 time and time	 time time	0	2	1	1	1	-2.872492	-2.805604	-2.707487	-2.707487	1888	1888	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	V9_SPACE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	 time and time	 mustard mustard	0	2	1	1	1	-2.825288	-2.712168	-2.707487	-2.551189	1888	1888	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THE_PHRASE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_TIME__KNOWN_RELATED__THE_PHRASE__NONE	the phrase time and time	the phrase time and space	1	4	4	1	1	0.108169	0.108169	0.108169	0.108169	2073	2073	0	0	0	and	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THE_PHRASE	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__THE_PHRASE__NONE	the phrase time and time	the phrase time and planet	1	4	4	1	1	-2.021086	-2.021086	-2.021086	-2.021087	2073	2073	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__THE_PHRASE__NONE	the phrase time and time	the phrase mustard and time	1	4	4	1	1	-2.448997	-2.455106	-2.279575	-2.279575	2073	2073	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__THE_PHRASE__NONE	the phrase time and time	the phrase mustard and mustard	1	4	4	1	1	-1.399611	-1.40572	-1.399611	-1.399611	2073	2073	0	0	0	and	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__THE_PHRASE__NONE	the phrase time and time	the phrase mustard and planet	1	4	4	1	1	-2.433345	-2.439454	-2.279575	-2.279575	2073	2073	0	0	0	and	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THE_PHRASE	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	the phrase time and time	the phrase time time	0	4	3	1	1	-2.304155	-2.240055	-2.279575	-2.279575	2073	2073	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THE_PHRASE	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	the phrase time and time	the phrase mustard mustard	0	4	3	1	1	-2.424798	-2.379486	-2.279575	-2.279575	2073	2073	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THEY_SAID	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_TIME__KNOWN_RELATED__THEY_SAID__NONE	they said time and time	they said time and space	1	4	4	1	1	0.224768	0.224767	0.224768	1.077765	2292	2659	0	0	0	and	RELATED_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_ARBITRARY	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THEY_SAID	KNOWN_REPEAT	KNOWN_ARBITRARY	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_TIME__KNOWN_ARBITRARY__THEY_SAID__NONE	they said time and time	they said time and planet	1	4	4	1	1	-1.533925	-1.533925	-1.533925	-0.811951	2292	2887	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_KNOWN	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THEY_SAID	KNOWN_REPEAT	ARBITRARY_KNOWN	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_KNOWN__THEY_SAID__NONE	they said time and time	they said mustard and time	1	4	4	1	1	-2.152222	-2.157022	-1.996921	-1.236109	2292	1888	0	0	0	and	ARBITRARY_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_REPEAT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THEY_SAID	KNOWN_REPEAT	ARBITRARY_REPEAT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_REPEAT__THEY_SAID__NONE	they said time and time	they said mustard and mustard	1	4	4	1	1	-0.563634	-0.568434	-0.563634	-0.061347	2292	2659	0	0	0	and	NOVEL_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_DISTINCT	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THEY_SAID	KNOWN_REPEAT	ARBITRARY_DISTINCT	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_DISTINCT__THEY_SAID__NONE	they said time and time	they said mustard and planet	1	4	4	1	1	-2.140057	-2.144858	-1.996921	-1.256758	2292	1888	0	0	0	and	NOVEL_DISTINCT	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE__TO__KNOWN_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THEY_SAID	KNOWN_REPEAT	KNOWN_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_TIME__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	they said time and time	they said time time	0	4	3	1	1	-2.155359	-2.130327	-1.996921	-1.079566	2292	1888	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE__TO__ARBITRARY_NO_CONNECTOR	WITHIN_CARRIER	FRAME_CROSS	AND_TIME	THEY_SAID	KNOWN_REPEAT	ARBITRARY_NO_CONNECTOR	FRAME_CROSS__AND_TIME__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS__AND_TIME__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	they said time and time	they said mustard mustard	0	4	3	1	1	-2.107412	-2.048249	-1.996921	-1.126571	2292	1888	0	0	0	and	NO_CONNECTOR	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	BARE	AND	OR	REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE	REPEAT_CONNECTOR__AND_TIME__OR__BARE__NONE	time and time	time or time	1	2	2	1	1	-0.584161	-0.595514	-0.584161	-0.690474	638	2659	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	BARE	AND	TO	REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE	REPEAT_CONNECTOR__AND_TIME__TO__BARE__NONE	time and time	time to time	1	2	2	1	1	-1.61924	-1.624665	-1.61924	-1.025606	638	1888	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	BARE	AND	BY	REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE	REPEAT_CONNECTOR__AND_TIME__BY__BARE__NONE	time and time	time by time	1	2	2	1	1	-1.521073	-1.468716	-1.521073	-0.927438	638	1888	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	BARE	AND	AFTER	REPEAT_CONNECTOR__AND_TIME__AND__BARE__NONE	REPEAT_CONNECTOR__AND_TIME__AFTER__BARE__NONE	time and time	time after time	1	2	2	1	1	-0.816188	-0.743421	-0.816188	-0.344727	638	1738	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	V9_SPACE	AND	OR	REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_TIME__OR__V9_SPACE__NONE	 time and time	 time or time	1	2	2	1	1	0.082868	0.076803	0.082868	0.082868	1888	1888	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	V9_SPACE	AND	TO	REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_TIME__TO__V9_SPACE__NONE	 time and time	 time to time	1	2	2	1	1	-1.226988	-1.228626	-1.226988	-1.226988	1888	1888	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	V9_SPACE	AND	BY	REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_TIME__BY__V9_SPACE__NONE	 time and time	 time by time	1	2	2	1	1	-0.472923	-0.442923	-0.472923	-0.472923	1888	1888	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	V9_SPACE	AND	AFTER	REPEAT_CONNECTOR__AND_TIME__AND__V9_SPACE__NONE	REPEAT_CONNECTOR__AND_TIME__AFTER__V9_SPACE__NONE	 time and time	 time after time	1	2	2	1	1	0.474057	0.570709	0.474057	0.474057	1888	1888	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THE_PHRASE	AND	OR	REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_TIME__OR__THE_PHRASE__NONE	the phrase time and time	the phrase time or time	1	4	4	1	1	-0.072223	-0.081015	-0.072223	-0.530818	2073	2659	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THE_PHRASE	AND	TO	REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_TIME__TO__THE_PHRASE__NONE	the phrase time and time	the phrase time to time	1	4	4	1	1	-0.170639	-0.167262	-0.170639	-0.170639	2073	2073	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THE_PHRASE	AND	BY	REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_TIME__BY__THE_PHRASE__NONE	the phrase time and time	the phrase time by time	1	4	4	1	1	0.069433	0.100735	0.069433	0.069433	2073	2073	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THE_PHRASE	AND	AFTER	REPEAT_CONNECTOR__AND_TIME__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR__AND_TIME__AFTER__THE_PHRASE__NONE	the phrase time and time	the phrase time after time	1	4	4	1	1	1.288977	1.371942	1.288977	1.288977	2073	541	0	1	1	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE__TO__OR	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THEY_SAID	AND	OR	REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_TIME__OR__THEY_SAID__NONE	they said time and time	they said time or time	1	4	4	1	1	-0.245869	-0.255563	-0.245869	-0.289249	2292	2659	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE__TO__TO	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THEY_SAID	AND	TO	REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_TIME__TO__THEY_SAID__NONE	they said time and time	they said time to time	1	4	4	1	1	-0.039063	-0.045834	-0.039063	0.878293	2292	1888	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THEY_SAID	AND	BY	REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_TIME__BY__THEY_SAID__NONE	they said time and time	they said time by time	1	4	4	1	1	-0.157803	-0.157349	-0.157803	0.564259	2292	971	0	0	0	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE__TO__AFTER	WITHIN_CARRIER	REPEAT_CONNECTOR	AND_TIME	THEY_SAID	AND	AFTER	REPEAT_CONNECTOR__AND_TIME__AND__THEY_SAID__NONE	REPEAT_CONNECTOR__AND_TIME__AFTER__THEY_SAID__NONE	they said time and time	they said time after time	1	4	4	1	1	2.176648	2.239516	2.176648	2.304163	2292	541	0	1	1	and	KNOWN_REPEAT	HELDOUT_FAMILIAR		
FRAME_CROSS__TO_HAND__KNOWN_REPEAT__BARE__NONE__TO__KNOWN_RELATED	WITHIN_CARRIER	FRAME_CROSS	TO_HAND	BARE	KNOWN_REPEAT	KNOWN_RELATED	FRAME_CROSS__TO_HAND__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS__TO_HAND__KNOWN_RELATED__BARE__NONE	hand to hand	hand to foot	1	2	2	1	1	-1.745098	-1.745098	-1.745098	-1.3611	541	1888	1	0	1	to	RELATED_DISTINCT	V9_ATTESTED		
