# generated_utc	2026-08-14T19:14:46+00:00
# script	probe_v11.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	662
panel_id	native_connector	known_member	related_member	arbitrary_a	arbitrary_b	provenance	known_space_tokens	related_space_tokens	arbitrary_a_space_tokens	arbitrary_b_space_tokens	selection_rule	case_id	branch	seed_id	variant	carrier_id	string	n_tok	pre_second_body_tokens	second_realised_tokens	completion_pos	tokens	token_ids
												FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_KNOWN	V9_SPACE	 anchor to face	3	2	1	3	[" anchor", " to", " face"]	[18021, 284, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_REPEAT	V9_SPACE	 anchor to anchor	3	2	1	3	[" anchor", " to", " anchor"]	[18021, 284, 18021]
												FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_DISTINCT	V9_SPACE	 anchor to chimney	4	2	2	4	[" anchor", " to", " chim", "ney"]	[18021, 284, 18205, 1681]
												FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	KNOWN_NO_CONNECTOR	V9_SPACE	 face face	2	1	1	2	[" face", " face"]	[1986, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_NO_CONNECTOR	V9_SPACE	 anchor anchor	2	1	1	2	[" anchor", " anchor"]	[18021, 18021]
												FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	KNOWN_REPEAT	THE_PHRASE	the phrase face to face	5	4	1	5	["the", " phrase", " face", " to", " face"]	[1169, 9546, 1986, 284, 1986]
												FRAME_CROSS__TO_FACE__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	KNOWN_RELATED	THE_PHRASE	the phrase face to back	5	4	1	5	["the", " phrase", " face", " to", " back"]	[1169, 9546, 1986, 284, 736]
												FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	KNOWN_ARBITRARY	THE_PHRASE	the phrase face to chimney	6	4	2	6	["the", " phrase", " face", " to", " chim", "ney"]	[1169, 9546, 1986, 284, 18205, 1681]
												FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_KNOWN	THE_PHRASE	the phrase anchor to face	5	4	1	5	["the", " phrase", " anchor", " to", " face"]	[1169, 9546, 18021, 284, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_REPEAT	THE_PHRASE	the phrase anchor to anchor	5	4	1	5	["the", " phrase", " anchor", " to", " anchor"]	[1169, 9546, 18021, 284, 18021]
												FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_DISTINCT	THE_PHRASE	the phrase anchor to chimney	6	4	2	6	["the", " phrase", " anchor", " to", " chim", "ney"]	[1169, 9546, 18021, 284, 18205, 1681]
												FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase face face	4	3	1	4	["the", " phrase", " face", " face"]	[1169, 9546, 1986, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase anchor anchor	4	3	1	4	["the", " phrase", " anchor", " anchor"]	[1169, 9546, 18021, 18021]
												FRAME_CROSS__TO_FACE__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	KNOWN_REPEAT	THEY_SAID	they said face to face	5	4	1	5	["they", " said", " face", " to", " face"]	[9930, 531, 1986, 284, 1986]
												FRAME_CROSS__TO_FACE__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	KNOWN_RELATED	THEY_SAID	they said face to back	5	4	1	5	["they", " said", " face", " to", " back"]	[9930, 531, 1986, 284, 736]
												FRAME_CROSS__TO_FACE__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	KNOWN_ARBITRARY	THEY_SAID	they said face to chimney	6	4	2	6	["they", " said", " face", " to", " chim", "ney"]	[9930, 531, 1986, 284, 18205, 1681]
												FRAME_CROSS__TO_FACE__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_KNOWN	THEY_SAID	they said anchor to face	5	4	1	5	["they", " said", " anchor", " to", " face"]	[9930, 531, 18021, 284, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_REPEAT	THEY_SAID	they said anchor to anchor	5	4	1	5	["they", " said", " anchor", " to", " anchor"]	[9930, 531, 18021, 284, 18021]
												FRAME_CROSS__TO_FACE__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_DISTINCT	THEY_SAID	they said anchor to chimney	6	4	2	6	["they", " said", " anchor", " to", " chim", "ney"]	[9930, 531, 18021, 284, 18205, 1681]
												FRAME_CROSS__TO_FACE__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	KNOWN_NO_CONNECTOR	THEY_SAID	they said face face	4	3	1	4	["they", " said", " face", " face"]	[9930, 531, 1986, 1986]
												FRAME_CROSS__TO_FACE__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_FACE	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said anchor anchor	4	3	1	4	["they", " said", " anchor", " anchor"]	[9930, 531, 18021, 18021]
												REPEAT_CONNECTOR__TO_FACE__AND__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	AND	BARE	face and face	3	2	1	3	["face", " and", " face"]	[2550, 290, 1986]
												REPEAT_CONNECTOR__TO_FACE__OR__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	OR	BARE	face or face	3	2	1	3	["face", " or", " face"]	[2550, 393, 1986]
												REPEAT_CONNECTOR__TO_FACE__TO__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	TO	BARE	face to face	3	2	1	3	["face", " to", " face"]	[2550, 284, 1986]
												REPEAT_CONNECTOR__TO_FACE__BY__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	BY	BARE	face by face	3	2	1	3	["face", " by", " face"]	[2550, 416, 1986]
												REPEAT_CONNECTOR__TO_FACE__AFTER__BARE__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	BARE	face after face	3	2	1	3	["face", " after", " face"]	[2550, 706, 1986]
												REPEAT_CONNECTOR__TO_FACE__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	AND	V9_SPACE	 face and face	3	2	1	3	[" face", " and", " face"]	[1986, 290, 1986]
												REPEAT_CONNECTOR__TO_FACE__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	OR	V9_SPACE	 face or face	3	2	1	3	[" face", " or", " face"]	[1986, 393, 1986]
												REPEAT_CONNECTOR__TO_FACE__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	TO	V9_SPACE	 face to face	3	2	1	3	[" face", " to", " face"]	[1986, 284, 1986]
												REPEAT_CONNECTOR__TO_FACE__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	BY	V9_SPACE	 face by face	3	2	1	3	[" face", " by", " face"]	[1986, 416, 1986]
												REPEAT_CONNECTOR__TO_FACE__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	V9_SPACE	 face after face	3	2	1	3	[" face", " after", " face"]	[1986, 706, 1986]
												REPEAT_CONNECTOR__TO_FACE__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	AND	THE_PHRASE	the phrase face and face	5	4	1	5	["the", " phrase", " face", " and", " face"]	[1169, 9546, 1986, 290, 1986]
												REPEAT_CONNECTOR__TO_FACE__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	OR	THE_PHRASE	the phrase face or face	5	4	1	5	["the", " phrase", " face", " or", " face"]	[1169, 9546, 1986, 393, 1986]
												REPEAT_CONNECTOR__TO_FACE__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	TO	THE_PHRASE	the phrase face to face	5	4	1	5	["the", " phrase", " face", " to", " face"]	[1169, 9546, 1986, 284, 1986]
												REPEAT_CONNECTOR__TO_FACE__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	BY	THE_PHRASE	the phrase face by face	5	4	1	5	["the", " phrase", " face", " by", " face"]	[1169, 9546, 1986, 416, 1986]
												REPEAT_CONNECTOR__TO_FACE__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	THE_PHRASE	the phrase face after face	5	4	1	5	["the", " phrase", " face", " after", " face"]	[1169, 9546, 1986, 706, 1986]
												REPEAT_CONNECTOR__TO_FACE__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	AND	THEY_SAID	they said face and face	5	4	1	5	["they", " said", " face", " and", " face"]	[9930, 531, 1986, 290, 1986]
												REPEAT_CONNECTOR__TO_FACE__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	OR	THEY_SAID	they said face or face	5	4	1	5	["they", " said", " face", " or", " face"]	[9930, 531, 1986, 393, 1986]
												REPEAT_CONNECTOR__TO_FACE__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	TO	THEY_SAID	they said face to face	5	4	1	5	["they", " said", " face", " to", " face"]	[9930, 531, 1986, 284, 1986]
												REPEAT_CONNECTOR__TO_FACE__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	BY	THEY_SAID	they said face by face	5	4	1	5	["they", " said", " face", " by", " face"]	[9930, 531, 1986, 416, 1986]
												REPEAT_CONNECTOR__TO_FACE__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_FACE	AFTER	THEY_SAID	they said face after face	5	4	1	5	["they", " said", " face", " after", " face"]	[9930, 531, 1986, 706, 1986]
												FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_REPEAT	BARE	shoulder to shoulder	4	3	1	4	["sh", "oulder", " to", " shoulder"]	[1477, 17601, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_RELATED	BARE	shoulder to knee	4	3	1	4	["sh", "oulder", " to", " knee"]	[1477, 17601, 284, 10329]
												FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_ARBITRARY	BARE	shoulder to garden	4	3	1	4	["sh", "oulder", " to", " garden"]	[1477, 17601, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_KNOWN	BARE	copper to shoulder	4	3	1	4	["co", "pper", " to", " shoulder"]	[1073, 2848, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_REPEAT	BARE	copper to copper	4	3	1	4	["co", "pper", " to", " copper"]	[1073, 2848, 284, 15317]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_DISTINCT	BARE	copper to garden	4	3	1	4	["co", "pper", " to", " garden"]	[1073, 2848, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_NO_CONNECTOR	BARE	shoulder shoulder	3	2	1	3	["sh", "oulder", " shoulder"]	[1477, 17601, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__BARE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_NO_CONNECTOR	BARE	copper copper	3	2	1	3	["co", "pper", " copper"]	[1073, 2848, 15317]
												FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_REPEAT	V9_SPACE	 shoulder to shoulder	3	2	1	3	[" shoulder", " to", " shoulder"]	[8163, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_RELATED	V9_SPACE	 shoulder to knee	3	2	1	3	[" shoulder", " to", " knee"]	[8163, 284, 10329]
												FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_ARBITRARY	V9_SPACE	 shoulder to garden	3	2	1	3	[" shoulder", " to", " garden"]	[8163, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_KNOWN	V9_SPACE	 copper to shoulder	3	2	1	3	[" copper", " to", " shoulder"]	[15317, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_REPEAT	V9_SPACE	 copper to copper	3	2	1	3	[" copper", " to", " copper"]	[15317, 284, 15317]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_DISTINCT	V9_SPACE	 copper to garden	3	2	1	3	[" copper", " to", " garden"]	[15317, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_NO_CONNECTOR	V9_SPACE	 shoulder shoulder	2	1	1	2	[" shoulder", " shoulder"]	[8163, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__V9_SPACE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_NO_CONNECTOR	V9_SPACE	 copper copper	2	1	1	2	[" copper", " copper"]	[15317, 15317]
												FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_REPEAT	THE_PHRASE	the phrase shoulder to shoulder	5	4	1	5	["the", " phrase", " shoulder", " to", " shoulder"]	[1169, 9546, 8163, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_RELATED	THE_PHRASE	the phrase shoulder to knee	5	4	1	5	["the", " phrase", " shoulder", " to", " knee"]	[1169, 9546, 8163, 284, 10329]
												FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_ARBITRARY	THE_PHRASE	the phrase shoulder to garden	5	4	1	5	["the", " phrase", " shoulder", " to", " garden"]	[1169, 9546, 8163, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_KNOWN	THE_PHRASE	the phrase copper to shoulder	5	4	1	5	["the", " phrase", " copper", " to", " shoulder"]	[1169, 9546, 15317, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_REPEAT	THE_PHRASE	the phrase copper to copper	5	4	1	5	["the", " phrase", " copper", " to", " copper"]	[1169, 9546, 15317, 284, 15317]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_DISTINCT	THE_PHRASE	the phrase copper to garden	5	4	1	5	["the", " phrase", " copper", " to", " garden"]	[1169, 9546, 15317, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_NO_CONNECTOR	THE_PHRASE	the phrase shoulder shoulder	4	3	1	4	["the", " phrase", " shoulder", " shoulder"]	[1169, 9546, 8163, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__THE_PHRASE__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_NO_CONNECTOR	THE_PHRASE	the phrase copper copper	4	3	1	4	["the", " phrase", " copper", " copper"]	[1169, 9546, 15317, 15317]
												FRAME_CROSS__TO_SHOULDER__KNOWN_REPEAT__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_REPEAT	THEY_SAID	they said shoulder to shoulder	5	4	1	5	["they", " said", " shoulder", " to", " shoulder"]	[9930, 531, 8163, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__KNOWN_RELATED__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_RELATED	THEY_SAID	they said shoulder to knee	5	4	1	5	["they", " said", " shoulder", " to", " knee"]	[9930, 531, 8163, 284, 10329]
												FRAME_CROSS__TO_SHOULDER__KNOWN_ARBITRARY__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_ARBITRARY	THEY_SAID	they said shoulder to garden	5	4	1	5	["they", " said", " shoulder", " to", " garden"]	[9930, 531, 8163, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_KNOWN__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_KNOWN	THEY_SAID	they said copper to shoulder	5	4	1	5	["they", " said", " copper", " to", " shoulder"]	[9930, 531, 15317, 284, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_REPEAT__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_REPEAT	THEY_SAID	they said copper to copper	5	4	1	5	["they", " said", " copper", " to", " copper"]	[9930, 531, 15317, 284, 15317]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_DISTINCT__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_DISTINCT	THEY_SAID	they said copper to garden	5	4	1	5	["they", " said", " copper", " to", " garden"]	[9930, 531, 15317, 284, 11376]
												FRAME_CROSS__TO_SHOULDER__KNOWN_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	KNOWN_NO_CONNECTOR	THEY_SAID	they said shoulder shoulder	4	3	1	4	["they", " said", " shoulder", " shoulder"]	[9930, 531, 8163, 8163]
												FRAME_CROSS__TO_SHOULDER__ARBITRARY_NO_CONNECTOR__THEY_SAID__NONE	FRAME_CROSS	TO_SHOULDER	ARBITRARY_NO_CONNECTOR	THEY_SAID	they said copper copper	4	3	1	4	["they", " said", " copper", " copper"]	[9930, 531, 15317, 15317]
												REPEAT_CONNECTOR__TO_SHOULDER__AND__BARE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AND	BARE	shoulder and shoulder	4	3	1	4	["sh", "oulder", " and", " shoulder"]	[1477, 17601, 290, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__OR__BARE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	OR	BARE	shoulder or shoulder	4	3	1	4	["sh", "oulder", " or", " shoulder"]	[1477, 17601, 393, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__TO__BARE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	TO	BARE	shoulder to shoulder	4	3	1	4	["sh", "oulder", " to", " shoulder"]	[1477, 17601, 284, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__BY__BARE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	BY	BARE	shoulder by shoulder	4	3	1	4	["sh", "oulder", " by", " shoulder"]	[1477, 17601, 416, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__AFTER__BARE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AFTER	BARE	shoulder after shoulder	4	3	1	4	["sh", "oulder", " after", " shoulder"]	[1477, 17601, 706, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__AND__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AND	V9_SPACE	 shoulder and shoulder	3	2	1	3	[" shoulder", " and", " shoulder"]	[8163, 290, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__OR__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	OR	V9_SPACE	 shoulder or shoulder	3	2	1	3	[" shoulder", " or", " shoulder"]	[8163, 393, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__TO__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	TO	V9_SPACE	 shoulder to shoulder	3	2	1	3	[" shoulder", " to", " shoulder"]	[8163, 284, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__BY__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	BY	V9_SPACE	 shoulder by shoulder	3	2	1	3	[" shoulder", " by", " shoulder"]	[8163, 416, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__AFTER__V9_SPACE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AFTER	V9_SPACE	 shoulder after shoulder	3	2	1	3	[" shoulder", " after", " shoulder"]	[8163, 706, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__AND__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AND	THE_PHRASE	the phrase shoulder and shoulder	5	4	1	5	["the", " phrase", " shoulder", " and", " shoulder"]	[1169, 9546, 8163, 290, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__OR__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	OR	THE_PHRASE	the phrase shoulder or shoulder	5	4	1	5	["the", " phrase", " shoulder", " or", " shoulder"]	[1169, 9546, 8163, 393, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__TO__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	TO	THE_PHRASE	the phrase shoulder to shoulder	5	4	1	5	["the", " phrase", " shoulder", " to", " shoulder"]	[1169, 9546, 8163, 284, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__BY__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	BY	THE_PHRASE	the phrase shoulder by shoulder	5	4	1	5	["the", " phrase", " shoulder", " by", " shoulder"]	[1169, 9546, 8163, 416, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__AFTER__THE_PHRASE__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AFTER	THE_PHRASE	the phrase shoulder after shoulder	5	4	1	5	["the", " phrase", " shoulder", " after", " shoulder"]	[1169, 9546, 8163, 706, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__AND__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AND	THEY_SAID	they said shoulder and shoulder	5	4	1	5	["they", " said", " shoulder", " and", " shoulder"]	[9930, 531, 8163, 290, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__OR__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_SHOULDER	OR	THEY_SAID	they said shoulder or shoulder	5	4	1	5	["they", " said", " shoulder", " or", " shoulder"]	[9930, 531, 8163, 393, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__TO__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_SHOULDER	TO	THEY_SAID	they said shoulder to shoulder	5	4	1	5	["they", " said", " shoulder", " to", " shoulder"]	[9930, 531, 8163, 284, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__BY__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_SHOULDER	BY	THEY_SAID	they said shoulder by shoulder	5	4	1	5	["they", " said", " shoulder", " by", " shoulder"]	[9930, 531, 8163, 416, 8163]
												REPEAT_CONNECTOR__TO_SHOULDER__AFTER__THEY_SAID__NONE	REPEAT_CONNECTOR	TO_SHOULDER	AFTER	THEY_SAID	they said shoulder after shoulder	5	4	1	5	["they", " said", " shoulder", " after", " shoulder"]	[9930, 531, 8163, 706, 8163]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__BARE__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_ANOTHER	BARE	one after another	3	2	1	3	["one", " after", " another"]	[505, 706, 1194]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__V9_SPACE__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_ANOTHER	V9_SPACE	 one after another	3	2	1	3	[" one", " after", " another"]	[530, 706, 1194]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__THE_PHRASE__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_ANOTHER	THE_PHRASE	the phrase one after another	5	4	1	5	["the", " phrase", " one", " after", " another"]	[1169, 9546, 530, 706, 1194]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ANOTHER__THEY_SAID__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_ANOTHER	THEY_SAID	they said one after another	5	4	1	5	["they", " said", " one", " after", " another"]	[9930, 531, 530, 706, 1194]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__BARE__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_THE_OTHER	BARE	one after the other	4	3	1	4	["one", " after", " the", " other"]	[505, 706, 262, 584]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__V9_SPACE__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_THE_OTHER	V9_SPACE	 one after the other	4	3	1	4	[" one", " after", " the", " other"]	[530, 706, 262, 584]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__THE_PHRASE__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_THE_OTHER	THE_PHRASE	the phrase one after the other	6	5	1	6	["the", " phrase", " one", " after", " the", " other"]	[1169, 9546, 530, 706, 262, 584]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_THE_OTHER__THEY_SAID__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_THE_OTHER	THEY_SAID	they said one after the other	6	5	1	6	["they", " said", " one", " after", " the", " other"]	[9930, 531, 530, 706, 262, 584]
												PRONOMINAL_RECURRENCE__PRONOMINAL__ONE_AFTER_ONE__BARE__NONE	PRONOMINAL_RECURRENCE	PRONOMINAL	ONE_AFTER_ONE	BARE	one after one	3	2	1	3	["one", " after", " one"]	[505, 706, 530]
