# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	522
case_id	branch	seed_id	variant	carrier_id	carrier	leading_prefix	first	connector	second	construction	continuation_id	continuation	string	n_tok	tokens	token_ids	pre_second_body_tokens	second_realised_tokens	completion_pos	completion_token	raw_pre_second_541	raw_completion_541	raw_completion_increment	raw_completion_best_other	raw_completion_best_other_value	raw_completion_margin	peak_541	peakpos_541	peak_token_541	best_other	best_other_peak	signed_541_margin	dest	retained_541	winner_peak	reported_delta	target_peaks_at_completion	baseline_variant	notes	lexical_pair_id
ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FIRST_REPEAT	BARE			true		true	true true	NONE		true true	2	["true", " true"]	[7942, 2081]	1	1	2	 true	-0.085669	-0.16159	-0.075922	230	3.089659	-3.25125	-0.000102	0	<BOS>	1888	3.098689	-3.09879	1888	0	3.098689	0.009029	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__BARE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	REVERSED	BARE			false	or	true	false or true	NONE		false or true	3	["false", " or", " true"]	[9562, 393, 2081]	2	1	3	 true	-0.003785	2.395462	2.399247	2659	2.562969	-0.167507	2.395462	3	 true	1888	3.372292	-0.97683	1888	0	3.372292	0.426046	1	FULL_FRAME		
CORE_FACTORIAL__TRUE_FALSE__CC__V9_SPACE__NONE	CORE_FACTORIAL	TRUE_FALSE	CC	V9_SPACE		 	true	or	false	true or false	NONE		 true or false	3	[" true", " or", " false"]	[2081, 393, 3991]	2	1	3	 false	-0.0071	3.912809	3.91991	2659	3.472676	0.440133	3.912809	3	 false	2659	3.472676	0.440133	541	1	3.912809	0.440133	1	CC	canonical first × canonical second	
CORE_FACTORIAL__TRUE_FALSE__CA__V9_SPACE__NONE	CORE_FACTORIAL	TRUE_FALSE	CA	V9_SPACE		 	true	or	basket	true or basket	NONE		 true or basket	3	[" true", " or", " basket"]	[2081, 393, 7988]	2	1	3	 basket	-0.0071	-0.138772	-0.131672	1888	3.175659	-3.314431	-0.000102	0	<BOS>	1888	3.175659	-3.175761	1888	0	3.175659	0.171037	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__TRUE_FALSE__AC__V9_SPACE__NONE	CORE_FACTORIAL	TRUE_FALSE	AC	V9_SPACE		 	candle	or	false	candle or false	NONE		 candle or false	3	[" candle", " or", " false"]	[26839, 393, 3991]	2	1	3	 false	-0.005528	-0.000394	0.005134	1888	2.392071	-2.392465	-0.000102	0	<BOS>	1888	3.378142	-3.378244	1888	0	3.378142	0.733301	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__TRUE_FALSE__AA__V9_SPACE__NONE	CORE_FACTORIAL	TRUE_FALSE	AA	V9_SPACE		 	candle	or	basket	candle or basket	NONE		 candle or basket	3	[" candle", " or", " basket"]	[26839, 393, 7988]	2	1	3	 basket	-0.005528	1.777414	1.782941	2659	2.761335	-0.983922	1.777414	3	 basket	1888	3.378142	-1.600728	1888	0	3.378142	0.616807	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FULL_FRAME	V9_SPACE		 	true	or	false	true or false	NONE		 true or false	3	[" true", " or", " false"]	[2081, 393, 3991]	2	1	3	 false	-0.0071	3.912809	3.91991	2659	3.472676	0.440133	3.912809	3	 false	2659	3.472676	0.440133	541	1	3.912809	0.440133	1	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	SECOND_ONLY	V9_SPACE		 			false	false	NONE		 false	1	[" false"]	[3991]	0	1	1	 false	-0.000102	-0.142773	-0.142671	464	3.324286	-3.467058	-0.000102	0	<BOS>	464	3.324286	-3.324387	464	0	3.324286	0.134299	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	CONNECTOR_SECOND	V9_SPACE		 		or	false	or false	NONE		 or false	2	[" or", " false"]	[393, 3991]	1	1	2	 false	-0.00657	0.026467	0.033037	1888	2.375688	-2.34922	0.026467	2	 false	1790	2.665017	-2.63855	1790	0	2.665017	0.01047	1	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FIRST_SECOND	V9_SPACE		 	true		false	true false	NONE		 true false	2	[" true", " false"]	[2081, 3991]	1	1	2	 false	-0.106153	-0.163559	-0.057406	1888	1.950455	-2.114014	-0.000102	0	<BOS>	1888	3.01799	-3.018092	1888	0	3.01799	0.013369	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	ARBFIRST_SECOND	V9_SPACE		 	candle		false	candle false	NONE		 candle false	2	[" candle", " false"]	[26839, 3991]	1	1	2	 false	-0.119509	-0.068776	0.050733	1790	2.346086	-2.414863	-0.000102	0	<BOS>	1888	3.378142	-3.378244	1888	0	3.378142	0.733301	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FIRST_REPEAT	V9_SPACE		 	true		true	true true	NONE		 true true	2	[" true", " true"]	[2081, 2081]	1	1	2	 true	-0.106153	-0.161389	-0.055237	230	3.147421	-3.30881	-0.000102	0	<BOS>	230	3.147421	-3.147523	230	0	3.147421	0.129431	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	REVERSED	V9_SPACE		 	false	or	true	false or true	NONE		 false or true	3	[" false", " or", " true"]	[3991, 393, 2081]	2	1	3	 true	-0.005928	2.678408	2.684336	2659	2.803934	-0.125526	2.678408	3	 true	464	3.324286	-0.645877	464	0	3.324286	0.134299	1	FULL_FRAME		
CORE_FACTORIAL__TRUE_FALSE__CC__THE_PHRASE__NONE	CORE_FACTORIAL	TRUE_FALSE	CC	THE_PHRASE	the phrase 		true	or	false	true or false	NONE		the phrase true or false	5	["the", " phrase", " true", " or", " false"]	[1169, 9546, 2081, 393, 3991]	4	1	5	 false	-0.000885	3.946006	3.946892	2659	3.864766	0.08124	3.946006	5	 false	2659	3.864766	0.08124	541	1	3.946006	0.08124	1	CC	canonical first × canonical second	
CORE_FACTORIAL__TRUE_FALSE__CA__THE_PHRASE__NONE	CORE_FACTORIAL	TRUE_FALSE	CA	THE_PHRASE	the phrase 		true	or	basket	true or basket	NONE		the phrase true or basket	5	["the", " phrase", " true", " or", " basket"]	[1169, 9546, 2081, 393, 7988]	4	1	5	 basket	-0.000885	-0.066838	-0.065953	1888	2.703739	-2.770577	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__TRUE_FALSE__AC__THE_PHRASE__NONE	CORE_FACTORIAL	TRUE_FALSE	AC	THE_PHRASE	the phrase 		candle	or	false	candle or false	NONE		the phrase candle or false	5	["the", " phrase", " candle", " or", " false"]	[1169, 9546, 26839, 393, 3991]	4	1	5	 false	-0.001814	-0.092402	-0.090589	1893	1.953461	-2.045863	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__TRUE_FALSE__AA__THE_PHRASE__NONE	CORE_FACTORIAL	TRUE_FALSE	AA	THE_PHRASE	the phrase 		candle	or	basket	candle or basket	NONE		the phrase candle or basket	5	["the", " phrase", " candle", " or", " basket"]	[1169, 9546, 26839, 393, 7988]	4	1	5	 basket	-0.001814	1.180913	1.182726	2659	2.252049	-1.071136	1.180913	5	 basket	2073	3.233148	-2.052235	2073	0	3.233148	0.489397	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__THE_PHRASE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FULL_FRAME	THE_PHRASE	the phrase 		true	or	false	true or false	NONE		the phrase true or false	5	["the", " phrase", " true", " or", " false"]	[1169, 9546, 2081, 393, 3991]	4	1	5	 false	-0.000885	3.946006	3.946892	2659	3.864766	0.08124	3.946006	5	 false	2659	3.864766	0.08124	541	1	3.946006	0.08124	1	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__THE_PHRASE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	SECOND_ONLY	THE_PHRASE	the phrase 				false	false	NONE		the phrase false	3	["the", " phrase", " false"]	[1169, 9546, 3991]	2	1	3	 false	-0.055584	-0.062598	-0.007014	143	1.568334	-1.630932	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	CONNECTOR_SECOND	THE_PHRASE	the phrase 			or	false	or false	NONE		the phrase or false	4	["the", " phrase", " or", " false"]	[1169, 9546, 393, 3991]	3	1	4	 false	-0.012258	0.084631	0.096889	638	1.732095	-1.647464	0.084631	4	 false	2073	3.233148	-3.148517	2073	0	3.233148	0.489397	1	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FIRST_SECOND	THE_PHRASE	the phrase 		true		false	true false	NONE		the phrase true false	4	["the", " phrase", " true", " false"]	[1169, 9546, 2081, 3991]	3	1	4	 false	-0.017458	-0.169703	-0.152245	143	1.389805	-1.559507	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__THE_PHRASE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	ARBFIRST_SECOND	THE_PHRASE	the phrase 		candle		false	candle false	NONE		the phrase candle false	4	["the", " phrase", " candle", " false"]	[1169, 9546, 26839, 3991]	3	1	4	 false	-0.085041	-0.107972	-0.022931	1790	2.002932	-2.110903	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__THE_PHRASE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FIRST_REPEAT	THE_PHRASE	the phrase 		true		true	true true	NONE		the phrase true true	4	["the", " phrase", " true", " true"]	[1169, 9546, 2081, 2081]	3	1	4	 true	-0.017458	-0.167799	-0.150341	1691	1.784137	-1.951936	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__THE_PHRASE__NONE	ENDPOINT_CONTROL	TRUE_FALSE	REVERSED	THE_PHRASE	the phrase 		false	or	true	false or true	NONE		the phrase false or true	5	["the", " phrase", " false", " or", " true"]	[1169, 9546, 3991, 393, 2081]	4	1	5	 true	-0.000979	2.682256	2.683236	2659	3.230027	-0.547771	2.682256	5	 true	2073	3.233148	-0.550892	2073	0	3.233148	0.003121	1	FULL_FRAME		
CORE_FACTORIAL__TRUE_FALSE__CC__THEY_SAID__NONE	CORE_FACTORIAL	TRUE_FALSE	CC	THEY_SAID	they said 		true	or	false	true or false	NONE		they said true or false	5	["they", " said", " true", " or", " false"]	[9930, 531, 2081, 393, 3991]	4	1	5	 false	-0.001182	3.831132	3.832314	2659	4.062724	-0.231591	3.831132	5	 false	2659	4.062724	-0.231591	2659	0	4.062724	0.231591	1	CC	canonical first × canonical second	
CORE_FACTORIAL__TRUE_FALSE__CA__THEY_SAID__NONE	CORE_FACTORIAL	TRUE_FALSE	CA	THEY_SAID	they said 		true	or	basket	true or basket	NONE		they said true or basket	5	["they", " said", " true", " or", " basket"]	[9930, 531, 2081, 393, 7988]	4	1	5	 basket	-0.001182	-0.140468	-0.139286	1888	2.986939	-3.127407	-0.000102	0	<BOS>	1888	2.986939	-2.987041	1888	0	2.986939	0.626069	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__TRUE_FALSE__AC__THEY_SAID__NONE	CORE_FACTORIAL	TRUE_FALSE	AC	THEY_SAID	they said 		candle	or	false	candle or false	NONE		they said candle or false	5	["they", " said", " candle", " or", " false"]	[9930, 531, 26839, 393, 3991]	4	1	5	 false	-0.00055	-0.042436	-0.041886	1888	1.872545	-1.914981	-0.000102	0	<BOS>	1888	2.44452	-2.444621	1888	0	2.44452	0.08365	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__TRUE_FALSE__AA__THEY_SAID__NONE	CORE_FACTORIAL	TRUE_FALSE	AA	THEY_SAID	they said 		candle	or	basket	candle or basket	NONE		they said candle or basket	5	["they", " said", " candle", " or", " basket"]	[9930, 531, 26839, 393, 7988]	4	1	5	 basket	-0.00055	1.416547	1.417097	2659	2.487223	-1.070676	1.416547	5	 basket	2659	2.487223	-1.070676	2659	0	2.487223	0.042704	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__TRUE_FALSE__FULL_FRAME__THEY_SAID__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FULL_FRAME	THEY_SAID	they said 		true	or	false	true or false	NONE		they said true or false	5	["they", " said", " true", " or", " false"]	[9930, 531, 2081, 393, 3991]	4	1	5	 false	-0.001182	3.831132	3.832314	2659	4.062724	-0.231591	3.831132	5	 false	2659	4.062724	-0.231591	2659	0	4.062724	0.231591	1	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__SECOND_ONLY__THEY_SAID__NONE	ENDPOINT_CONTROL	TRUE_FALSE	SECOND_ONLY	THEY_SAID	they said 				false	false	NONE		they said false	3	["they", " said", " false"]	[9930, 531, 3991]	2	1	3	 false	-0.03838	-0.068611	-0.030232	1512	1.833151	-1.901762	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.053377	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__CONNECTOR_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	TRUE_FALSE	CONNECTOR_SECOND	THEY_SAID	they said 			or	false	or false	NONE		they said or false	4	["they", " said", " or", " false"]	[9930, 531, 393, 3991]	3	1	4	 false	-0.001726	0.213709	0.215435	2659	2.011026	-1.797317	0.213709	4	 false	2256	2.36087	-2.147161	2256	0	2.36087	0.053377	1	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__FIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FIRST_SECOND	THEY_SAID	they said 		true		false	true false	NONE		they said true false	4	["they", " said", " true", " false"]	[9930, 531, 2081, 3991]	3	1	4	 false	-0.052544	-0.148874	-0.09633	1888	1.563964	-1.712839	-0.000102	0	<BOS>	2256	2.36087	-2.360972	2256	0	2.36087	0.053377	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__ARBFIRST_SECOND__THEY_SAID__NONE	ENDPOINT_CONTROL	TRUE_FALSE	ARBFIRST_SECOND	THEY_SAID	they said 		candle		false	candle false	NONE		they said candle false	4	["they", " said", " candle", " false"]	[9930, 531, 26839, 3991]	3	1	4	 false	-0.077955	-0.046495	0.03146	1790	2.035244	-2.081739	-0.000102	0	<BOS>	1888	2.44452	-2.444621	1888	0	2.44452	0.08365	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__FIRST_REPEAT__THEY_SAID__NONE	ENDPOINT_CONTROL	TRUE_FALSE	FIRST_REPEAT	THEY_SAID	they said 		true		true	true true	NONE		they said true true	4	["they", " said", " true", " true"]	[9930, 531, 2081, 2081]	3	1	4	 true	-0.052544	-0.168553	-0.116009	1691	2.745132	-2.913685	-0.000102	0	<BOS>	1691	2.745132	-2.745234	1691	0	2.745132	0.384263	0	FULL_FRAME		
ENDPOINT_CONTROL__TRUE_FALSE__REVERSED__THEY_SAID__NONE	ENDPOINT_CONTROL	TRUE_FALSE	REVERSED	THEY_SAID	they said 		false	or	true	false or true	NONE		they said false or true	5	["they", " said", " false", " or", " true"]	[9930, 531, 3991, 393, 2081]	4	1	5	 true	-0.000494	2.553221	2.553715	2659	3.562222	-1.009	2.553221	5	 true	2659	3.562222	-1.009	2659	0	3.562222	1.009	1	FULL_FRAME		
CORE_FACTORIAL__EAST_WEST__CC__BARE__NONE	CORE_FACTORIAL	EAST_WEST	CC	BARE			east	and	west	east and west	NONE		east and west	3	["east", " and", " west"]	[23316, 290, 7421]	2	1	3	 west	-0.014109	4.337458	4.351567	2659	4.051827	0.28563	4.337458	3	 west	2659	4.051827	0.28563	541	1	4.337458	0.28563	1	CC	canonical first × canonical second	
CORE_FACTORIAL__EAST_WEST__CA__BARE__NONE	CORE_FACTORIAL	EAST_WEST	CA	BARE			east	and	pencil	east and pencil	NONE		east and pencil	3	["east", " and", " pencil"]	[23316, 290, 21613]	2	1	3	 pencil	-0.014109	-0.135242	-0.121133	1888	3.18122	-3.316462	-0.000102	0	<BOS>	1888	3.18122	-3.181321	1888	0	3.18122	0.82035	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__EAST_WEST__AC__BARE__NONE	CORE_FACTORIAL	EAST_WEST	AC	BARE			pocket	and	west	pocket and west	NONE		pocket and west	3	["pocket", " and", " west"]	[31991, 290, 7421]	2	1	3	 west	-0.029799	-0.164927	-0.135128	1888	2.187552	-2.352479	-0.000102	0	<BOS>	1888	3.030147	-3.030248	1888	0	3.030147	0.362148	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__EAST_WEST__AA__BARE__NONE	CORE_FACTORIAL	EAST_WEST	AA	BARE			pocket	and	pencil	pocket and pencil	NONE		pocket and pencil	3	["pocket", " and", " pencil"]	[31991, 290, 21613]	2	1	3	 pencil	-0.029799	1.173547	1.203346	2659	2.921088	-1.747541	1.173547	3	 pencil	1888	3.030147	-1.8566	1888	0	3.030147	0.109059	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__EAST_WEST__FULL_FRAME__BARE__NONE	ENDPOINT_CONTROL	EAST_WEST	FULL_FRAME	BARE			east	and	west	east and west	NONE		east and west	3	["east", " and", " west"]	[23316, 290, 7421]	2	1	3	 west	-0.014109	4.337458	4.351567	2659	4.051827	0.28563	4.337458	3	 west	2659	4.051827	0.28563	541	1	4.337458	0.28563	1	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__SECOND_ONLY__BARE__NONE	ENDPOINT_CONTROL	EAST_WEST	SECOND_ONLY	BARE					west	west	NONE		west	1	["west"]	[7038]	0	1	1	west	-0.000102	-0.057613	-0.057511	1888	2.892102	-2.949715	-0.000102	0	<BOS>	1888	2.892102	-2.892204	1888	0	2.892102	0.44766	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__CONNECTOR_SECOND__BARE__NONE	ENDPOINT_CONTROL	EAST_WEST	CONNECTOR_SECOND	BARE				and	west	and west	NONE		and west	2	["and", " west"]	[392, 7421]	1	1	2	 west	-0.026548	-0.169688	-0.14314	1790	2.172896	-2.342584	-0.000102	0	<BOS>	1790	2.485383	-2.485485	1790	0	2.485383	0.124513	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__FIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	EAST_WEST	FIRST_SECOND	BARE			east		west	east west	NONE		east west	2	["east", " west"]	[23316, 7421]	1	1	2	 west	-0.030302	0.074677	0.10498	281	1.970525	-1.895848	0.074677	2	 west	1888	2.726688	-2.652011	1888	0	2.726688	0.365819	1	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__ARBFIRST_SECOND__BARE__NONE	ENDPOINT_CONTROL	EAST_WEST	ARBFIRST_SECOND	BARE			pocket		west	pocket west	NONE		pocket west	2	["pocket", " west"]	[31991, 7421]	1	1	2	 west	-0.053415	-0.046594	0.006821	1790	2.138973	-2.185567	-0.000102	0	<BOS>	1888	3.030147	-3.030248	1888	0	3.030147	0.362148	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__FIRST_REPEAT__BARE__NONE	ENDPOINT_CONTROL	EAST_WEST	FIRST_REPEAT	BARE			east		east	east east	NONE		east east	2	["east", " east"]	[23316, 7627]	1	1	2	 east	-0.030302	-0.168575	-0.138273	281	1.966451	-2.135026	-0.000102	0	<BOS>	1888	2.726688	-2.72679	1888	0	2.726688	0.365819	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__REVERSED__BARE__NONE	ENDPOINT_CONTROL	EAST_WEST	REVERSED	BARE			west	and	east	west and east	NONE		west and east	3	["west", " and", " east"]	[7038, 290, 7627]	2	1	3	 east	-0.033483	4.06376	4.097243	2659	3.896324	0.167435	4.06376	3	 east	2659	3.896324	0.167435	541	1	4.06376	0.167435	1	FULL_FRAME		
CORE_FACTORIAL__EAST_WEST__CC__V9_SPACE__NONE	CORE_FACTORIAL	EAST_WEST	CC	V9_SPACE		 	east	and	west	east and west	NONE		 east and west	3	[" east", " and", " west"]	[7627, 290, 7421]	2	1	3	 west	-0.007052	4.19714	4.204192	2659	3.803179	0.39396	4.19714	3	 west	2659	3.803179	0.39396	541	1	4.19714	0.39396	1	CC	canonical first × canonical second	
CORE_FACTORIAL__EAST_WEST__CA__V9_SPACE__NONE	CORE_FACTORIAL	EAST_WEST	CA	V9_SPACE		 	east	and	pencil	east and pencil	NONE		 east and pencil	3	[" east", " and", " pencil"]	[7627, 290, 21613]	2	1	3	 pencil	-0.007052	-0.160116	-0.153064	1888	3.34083	-3.500945	-0.000102	0	<BOS>	1888	3.34083	-3.340932	1888	0	3.34083	0.895718	0	CC	canonical first × arbitrary second	
CORE_FACTORIAL__EAST_WEST__AC__V9_SPACE__NONE	CORE_FACTORIAL	EAST_WEST	AC	V9_SPACE		 	pocket	and	west	pocket and west	NONE		 pocket and west	3	[" pocket", " and", " west"]	[10000, 290, 7421]	2	1	3	 west	-0.016918	-0.131264	-0.114346	1888	2.10077	-2.232034	-0.000102	0	<BOS>	1888	3.473331	-3.473433	1888	0	3.473331	0.277085	0	CC	arbitrary first × canonical second	
CORE_FACTORIAL__EAST_WEST__AA__V9_SPACE__NONE	CORE_FACTORIAL	EAST_WEST	AA	V9_SPACE		 	pocket	and	pencil	pocket and pencil	NONE		 pocket and pencil	3	[" pocket", " and", " pencil"]	[10000, 290, 21613]	2	1	3	 pencil	-0.016918	0.951743	0.968661	2659	2.592633	-1.64089	0.951743	3	 pencil	1888	3.473331	-2.521587	1888	0	3.473331	0.277085	1	CC	arbitrary first × arbitrary second	
ENDPOINT_CONTROL__EAST_WEST__FULL_FRAME__V9_SPACE__NONE	ENDPOINT_CONTROL	EAST_WEST	FULL_FRAME	V9_SPACE		 	east	and	west	east and west	NONE		 east and west	3	[" east", " and", " west"]	[7627, 290, 7421]	2	1	3	 west	-0.007052	4.19714	4.204192	2659	3.803179	0.39396	4.19714	3	 west	2659	3.803179	0.39396	541	1	4.19714	0.39396	1	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__SECOND_ONLY__V9_SPACE__NONE	ENDPOINT_CONTROL	EAST_WEST	SECOND_ONLY	V9_SPACE		 			west	west	NONE		 west	1	[" west"]	[7421]	0	1	1	 west	-0.000102	-0.057933	-0.057831	1888	3.104897	-3.16283	-0.000102	0	<BOS>	1888	3.104897	-3.104999	1888	0	3.104897	0.425841	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__CONNECTOR_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	EAST_WEST	CONNECTOR_SECOND	V9_SPACE		 		and	west	and west	NONE		 and west	2	[" and", " west"]	[290, 7421]	1	1	2	 west	-0.032673	-0.141115	-0.108442	1790	2.373441	-2.514556	-0.000102	0	<BOS>	1790	2.944627	-2.944729	1790	0	2.944627	0.284401	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__FIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	EAST_WEST	FIRST_SECOND	V9_SPACE		 	east		west	east west	NONE		 east west	2	[" east", " west"]	[7627, 7421]	1	1	2	 west	-0.049065	0.472133	0.521198	2542	1.870117	-1.397984	0.472133	2	 west	1888	3.051952	-2.57982	1888	0	3.051952	0.60735	1	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__ARBFIRST_SECOND__V9_SPACE__NONE	ENDPOINT_CONTROL	EAST_WEST	ARBFIRST_SECOND	V9_SPACE		 	pocket		west	pocket west	NONE		 pocket west	2	[" pocket", " west"]	[10000, 7421]	1	1	2	 west	-0.064149	-0.026313	0.037836	1790	2.115275	-2.141588	-0.000102	0	<BOS>	1888	3.473331	-3.473433	1888	0	3.473331	0.277085	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__FIRST_REPEAT__V9_SPACE__NONE	ENDPOINT_CONTROL	EAST_WEST	FIRST_REPEAT	V9_SPACE		 	east		east	east east	NONE		 east east	2	[" east", " east"]	[7627, 7627]	1	1	2	 east	-0.049065	-0.118888	-0.069823	1691	2.303815	-2.422703	-0.000102	0	<BOS>	1888	3.051952	-3.052054	1888	0	3.051952	0.60735	0	FULL_FRAME		
ENDPOINT_CONTROL__EAST_WEST__REVERSED__V9_SPACE__NONE	ENDPOINT_CONTROL	EAST_WEST	REVERSED	V9_SPACE		 	west	and	east	west and east	NONE		 west and east	3	[" west", " and", " east"]	[7421, 290, 7627]	2	1	3	 east	-0.012283	3.935368	3.947651	2659	3.899071	0.036297	3.935368	3	 east	2659	3.899071	0.036297	541	1	3.935368	0.036297	1	FULL_FRAME		
CORE_FACTORIAL__EAST_WEST__CC__THE_PHRASE__NONE	CORE_FACTORIAL	EAST_WEST	CC	THE_PHRASE	the phrase 		east	and	west	east and west	NONE		the phrase east and west	5	["the", " phrase", " east", " and", " west"]	[1169, 9546, 7627, 290, 7421]	4	1	5	 west	-0.020724	4.544095	4.564819	2659	4.44609	0.098005	4.544095	5	 west	2659	4.44609	0.098005	541	1	4.544095	0.098005	1	CC	canonical first × canonical second	
CORE_FACTORIAL__EAST_WEST__CA__THE_PHRASE__NONE	CORE_FACTORIAL	EAST_WEST	CA	THE_PHRASE	the phrase 		east	and	pencil	east and pencil	NONE		the phrase east and pencil	5	["the", " phrase", " east", " and", " pencil"]	[1169, 9546, 7627, 290, 21613]	4	1	5	 pencil	-0.020724	0.001134	0.021858	1888	3.071947	-3.070813	0.001134	5	 pencil	2073	3.233148	-3.232014	2073	0	3.233148	0.161201	1	CC	canonical first × arbitrary second	
CORE_FACTORIAL__EAST_WEST__AC__THE_PHRASE__NONE	CORE_FACTORIAL	EAST_WEST	AC	THE_PHRASE	the phrase 		pocket	and	west	pocket and west	NONE		the phrase pocket and west	5	["the", " phrase", " pocket", " and", " west"]	[1169, 9546, 10000, 290, 7421]	4	1	5	 west	-0.013591	-0.140073	-0.126481	1888	1.778047	-1.918119	-0.000102	0	<BOS>	2073	3.233148	-3.23325	2073	0	3.233148	0.489397	0	CC	arbitrary first × canonical second	
