# generated_utc	2026-08-14T18:47:54+00:00
# script	probe_v10.py
# python	3.11.15
# torch	2.9.0+cu128
# transformers	4.57.1
# device	cuda:0
# gpu	NVIDIA GeForce RTX 5060 Laptop GPU
# revision	607a30d783dfa663caf39e06633721c8d4cfcd7e
# layer	5
# tf32_matmul	False
# tf32_cudnn	False
# theta_sha256	113687a222f8cf98039222c27b39aaf716493e5e8c1db94ea4e6544e0814088c
# n_rows	794
comparison_id	comparison_type	branch	seed_id	carrier_id	baseline_variant	variant	baseline_case_id	case_id	baseline_string	string	strict_token_position_match	baseline_pre_second_body_tokens	pre_second_body_tokens	baseline_second_realised_tokens	second_realised_tokens	raw_completion_541_change	raw_completion_increment_change	peak_541_change	signed_541_margin_change	baseline_dest	dest	baseline_retained_541	retained_541	retention_changed	completion_token_match	second_token_count_match
CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	BARE	AND	TO	CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__BARE__NONE	right and left	right to left	1	2	2	1	1	-0.81533	-0.803518	-0.81533	-0.543339	541	429	1	0	1		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	BARE	AND	BY	CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__BARE__NONE	right and left	right by left	1	2	2	1	1	-1.103055	-0.995756	-1.103055	-0.934076	541	971	1	0	1		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	BARE	AND	AFTER	CONNECTOR_MATRIX__RIGHT_LEFT__AND__BARE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__BARE__NONE	right and left	right after left	1	2	2	1	1	-3.383232	-3.314283	-3.383232	-2.968627	541	1888	1	0	1		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE__TO__OR	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	V9_SPACE	AND	OR	CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__OR__V9_SPACE__NONE	 right and left	 right or left	1	2	2	1	1	0.422528	0.403987	0.422528	-0.061242	541	541	1	1	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	V9_SPACE	AND	TO	CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__V9_SPACE__NONE	 right and left	 right to left	1	2	2	1	1	-0.703362	-0.664007	-0.703362	-0.437003	541	541	1	1	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	V9_SPACE	AND	BY	CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__V9_SPACE__NONE	 right and left	 right by left	1	2	2	1	1	-0.870878	-0.896639	-0.870878	-0.604519	541	1888	1	0	1		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	V9_SPACE	AND	AFTER	CONNECTOR_MATRIX__RIGHT_LEFT__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__V9_SPACE__NONE	 right and left	 right after left	1	2	2	1	1	-3.849972	-3.734185	-3.849972	-3.583613	541	1888	1	0	1		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE__TO__OR	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THE_PHRASE	AND	OR	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__OR__THE_PHRASE__NONE	the phrase right and left	the phrase right or left	1	4	4	1	1	0.261323	0.246083	0.261323	0.081766	2659	541	0	1	1		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THE_PHRASE	AND	TO	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__THE_PHRASE__NONE	the phrase right and left	the phrase right to left	1	4	4	1	1	-0.824955	-0.809278	-0.824955	-0.20285	2659	2073	0	0	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THE_PHRASE	AND	BY	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__THE_PHRASE__NONE	the phrase right and left	the phrase right by left	1	4	4	1	1	-1.233125	-1.106205	-1.233125	-0.611019	2659	2073	0	0	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THE_PHRASE	AND	AFTER	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__THE_PHRASE__NONE	the phrase right and left	the phrase right after left	1	4	4	1	1	-3.821995	-3.736673	-3.80407	-3.181964	2659	2073	0	0	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE__TO__OR	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	AND	OR	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__OR__THEY_SAID__NONE	they said right and left	they said right or left	1	4	4	1	1	0.22735	0.215978	0.22735	-0.135867	2659	2659	0	0	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	AND	TO	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__TO__THEY_SAID__NONE	they said right and left	they said right to left	1	4	4	1	1	-1.118645	-1.110585	-1.118645	-0.326309	2659	1959	0	0	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	AND	BY	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__BY__THEY_SAID__NONE	they said right and left	they said right by left	1	4	4	1	1	-2.503428	-2.346697	-2.503428	-1.711092	2659	1959	0	0	0		
CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	RIGHT_LEFT	THEY_SAID	AND	AFTER	CONNECTOR_MATRIX__RIGHT_LEFT__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__RIGHT_LEFT__AFTER__THEY_SAID__NONE	they said right and left	they said right after left	1	4	4	1	1	-3.850709	-3.7935	-3.704791	-2.912455	2659	1959	0	0	0		
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE__TO__AND	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	BARE	OR	AND	CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AND__BARE__NONE	true or false	true and false	1	2	2	1	1	-0.60119	-0.588675	-0.60119	-0.568821	541	2659	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	BARE	OR	TO	CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__TO__BARE__NONE	true or false	true to false	1	2	2	1	1	-1.255032	-1.188869	-1.255032	-1.324293	541	2505	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	BARE	OR	BY	CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__BY__BARE__NONE	true or false	true by false	1	2	2	1	1	-2.18254	-2.094483	-2.18254	-1.989619	541	1888	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	BARE	OR	AFTER	CONNECTOR_MATRIX__TRUE_FALSE__OR__BARE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__BARE__NONE	true or false	true after false	1	2	2	1	1	-1.875005	-1.80449	-1.875005	-1.682085	541	1888	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE__TO__AND	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	OR	AND	CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AND__V9_SPACE__NONE	 true or false	 true and false	1	2	2	1	1	-0.735841	-0.728762	-0.735841	-0.71978	541	2659	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	OR	TO	CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__TO__V9_SPACE__NONE	 true or false	 true to false	1	2	2	1	1	-1.870264	-1.759688	-1.870264	-1.456788	541	2505	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	OR	BY	CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__BY__V9_SPACE__NONE	 true or false	 true by false	1	2	2	1	1	-2.704032	-2.629829	-2.704032	-2.249346	541	1888	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	V9_SPACE	OR	AFTER	CONNECTOR_MATRIX__TRUE_FALSE__OR__V9_SPACE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__V9_SPACE__NONE	 true or false	 true after false	1	2	2	1	1	-2.480835	-2.420312	-2.480835	-2.026149	541	1888	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE__TO__AND	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	OR	AND	CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AND__THE_PHRASE__NONE	the phrase true or false	the phrase true and false	1	4	4	1	1	-0.690901	-0.680579	-0.690901	-0.608369	541	2659	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	OR	TO	CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__TO__THE_PHRASE__NONE	the phrase true or false	the phrase true to false	1	4	4	1	1	-2.646693	-2.497435	-2.646693	-2.015076	541	2073	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	OR	BY	CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__BY__THE_PHRASE__NONE	the phrase true or false	the phrase true by false	1	4	4	1	1	-3.559391	-3.516256	-3.559391	-2.927773	541	2073	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THE_PHRASE	OR	AFTER	CONNECTOR_MATRIX__TRUE_FALSE__OR__THE_PHRASE__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__THE_PHRASE__NONE	the phrase true or false	the phrase true after false	1	4	4	1	1	-3.222942	-3.17598	-3.222942	-2.591325	541	2073	1	0	1		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE__TO__AND	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	OR	AND	CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AND__THEY_SAID__NONE	they said true or false	they said true and false	1	4	4	1	1	-0.31412	-0.299693	-0.31412	-0.749761	2659	2659	0	0	0		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	OR	TO	CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX__TRUE_FALSE__TO__THEY_SAID__NONE	they said true or false	they said true to false	1	4	4	1	1	-2.549957	-2.383467	-2.549957	-1.441372	2659	2505	0	0	0		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	OR	BY	CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX__TRUE_FALSE__BY__THEY_SAID__NONE	they said true or false	they said true by false	1	4	4	1	1	-3.640532	-3.58779	-3.640532	-1.938679	2659	2256	0	0	0		
CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	TRUE_FALSE	THEY_SAID	OR	AFTER	CONNECTOR_MATRIX__TRUE_FALSE__OR__THEY_SAID__NONE	CONNECTOR_MATRIX__TRUE_FALSE__AFTER__THEY_SAID__NONE	they said true or false	they said true after false	1	4	4	1	1	-3.091503	-3.050637	-3.091503	-1.38965	2659	2256	0	0	0		
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE__TO__OR	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	BARE	AND	OR	CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__OR__BARE__NONE	east and west	east or west	1	2	2	1	1	0.060665	0.046838	0.060665	0.054788	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	BARE	AND	TO	CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__TO__BARE__NONE	east and west	east to west	1	2	2	1	1	-0.190195	-0.190422	-0.190195	0.700854	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	BARE	AND	BY	CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__BY__BARE__NONE	east and west	east by west	1	2	2	1	1	-1.125412	-1.059543	-1.125412	0.199728	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	BARE	AND	AFTER	CONNECTOR_MATRIX__EAST_WEST__AND__BARE__NONE	CONNECTOR_MATRIX__EAST_WEST__AFTER__BARE__NONE	east and west	east after west	1	2	2	1	1	-1.701411	-1.67837	-1.701411	-0.376271	541	1888	1	0	1		
CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE__TO__OR	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	AND	OR	CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__EAST_WEST__OR__V9_SPACE__NONE	 east and west	 east or west	1	2	2	1	1	0.436151	0.429226	0.436151	0.150655	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	AND	TO	CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__EAST_WEST__TO__V9_SPACE__NONE	 east and west	 east to west	1	2	2	1	1	0.485782	0.491344	0.485782	0.957232	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	AND	BY	CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__EAST_WEST__BY__V9_SPACE__NONE	 east and west	 east by west	1	2	2	1	1	-0.252962	-0.170354	-0.252962	0.498266	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	V9_SPACE	AND	AFTER	CONNECTOR_MATRIX__EAST_WEST__AND__V9_SPACE__NONE	CONNECTOR_MATRIX__EAST_WEST__AFTER__V9_SPACE__NONE	 east and west	 east after west	1	2	2	1	1	-1.18551	-1.17277	-1.18551	-0.434283	541	1888	1	0	1		
CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE__TO__OR	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	AND	OR	CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__EAST_WEST__OR__THE_PHRASE__NONE	the phrase east and west	the phrase east or west	1	4	4	1	1	-0.341624	-0.362088	-0.341624	-0.012235	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	AND	TO	CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__EAST_WEST__TO__THE_PHRASE__NONE	the phrase east and west	the phrase east to west	1	4	4	1	1	-0.501882	-0.495383	-0.501882	0.549911	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	AND	BY	CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__EAST_WEST__BY__THE_PHRASE__NONE	the phrase east and west	the phrase east by west	1	4	4	1	1	-1.393924	-1.318943	-1.393924	-0.180983	541	2073	1	0	1		
CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THE_PHRASE	AND	AFTER	CONNECTOR_MATRIX__EAST_WEST__AND__THE_PHRASE__NONE	CONNECTOR_MATRIX__EAST_WEST__AFTER__THE_PHRASE__NONE	the phrase east and west	the phrase east after west	1	4	4	1	1	-2.739263	-2.730901	-2.739263	-1.526321	541	2073	1	0	1		
CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE__TO__OR	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	AND	OR	CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__EAST_WEST__OR__THEY_SAID__NONE	they said east and west	they said east or west	1	4	4	1	1	-0.25214	-0.273766	-0.25214	-0.047676	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE__TO__TO	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	AND	TO	CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__EAST_WEST__TO__THEY_SAID__NONE	they said east and west	they said east to west	1	4	4	1	1	0.190839	0.185843	0.190839	0.703655	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE__TO__BY	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	AND	BY	CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__EAST_WEST__BY__THEY_SAID__NONE	they said east and west	they said east by west	1	4	4	1	1	-1.24803	-1.213553	-1.24803	0.265819	541	541	1	1	0		
CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE__TO__AFTER	WITHIN_CARRIER	CONNECTOR_MATRIX	EAST_WEST	THEY_SAID	AND	AFTER	CONNECTOR_MATRIX__EAST_WEST__AND__THEY_SAID__NONE	CONNECTOR_MATRIX__EAST_WEST__AFTER__THEY_SAID__NONE	they said east and west	they said east after west	1	4	4	1	1	-2.135633	-2.136806	-2.135633	-0.899473	541	2496	1	0	1		
PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_01	BARE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_01__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_01__ARBITRARY__BARE__NONE	salt and pepper	cats and elephants	0	3	2	1	1	0.385565	0.372919	0.385565	0.75711	2659	541	0	1	1		
PAIR_PANEL__PAIR_01__CONVENTIONAL__V9_SPACE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_01	V9_SPACE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_01__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL__PAIR_01__ARBITRARY__V9_SPACE__NONE	 salt and pepper	 cats and elephants	1	2	2	1	1	0.727961	0.729138	0.727961	0.407227	1888	1888	0	0	0		
PAIR_PANEL__PAIR_01__CONVENTIONAL__THE_PHRASE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_01	THE_PHRASE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_01__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL__PAIR_01__ARBITRARY__THE_PHRASE__NONE	the phrase salt and pepper	the phrase cats and elephants	1	4	4	1	1	0.560473	0.552045	0.560473	0.560473	2073	2073	0	0	0		
PAIR_PANEL__PAIR_01__CONVENTIONAL__THEY_SAID__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_01	THEY_SAID	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_01__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL__PAIR_01__ARBITRARY__THEY_SAID__NONE	they said salt and pepper	they said cats and elephants	1	4	4	1	1	0.698906	0.698318	0.698906	0.88178	2659	541	0	1	1		
PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_02	BARE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_02__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_02__ARBITRARY__BARE__NONE	knife and fork	bread and gravel	1	2	2	1	1	-0.929022	-0.934789	-0.929022	-1.347786	1888	1888	0	0	0		
PAIR_PANEL__PAIR_02__CONVENTIONAL__V9_SPACE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_02	V9_SPACE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_02__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL__PAIR_02__ARBITRARY__V9_SPACE__NONE	 knife and fork	 bread and gravel	1	2	2	1	1	-1.049743	-1.057765	-1.049743	-1.171663	1888	1888	0	0	0		
PAIR_PANEL__PAIR_02__CONVENTIONAL__THE_PHRASE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_02	THE_PHRASE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_02__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL__PAIR_02__ARBITRARY__THE_PHRASE__NONE	the phrase knife and fork	the phrase bread and gravel	1	4	4	1	1	-1.039678	-1.037646	-1.039678	-1.039678	2073	2073	0	0	0		
PAIR_PANEL__PAIR_02__CONVENTIONAL__THEY_SAID__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_02	THEY_SAID	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_02__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL__PAIR_02__ARBITRARY__THEY_SAID__NONE	they said knife and fork	they said bread and gravel	1	4	4	1	1	-1.367526	-1.366924	-1.367526	-1.108831	2659	1888	0	0	0		
PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_03	BARE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_03__CONVENTIONAL__BARE__NONE	PAIR_PANEL__PAIR_03__ARBITRARY__BARE__NONE	back and forth	lanterns and arithmetic	0	2	4	1	1	-2.798504	-2.832807	-2.668748	-2.883627	541	1888	1	0	1		
PAIR_PANEL__PAIR_03__CONVENTIONAL__V9_SPACE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_03	V9_SPACE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_03__CONVENTIONAL__V9_SPACE__NONE	PAIR_PANEL__PAIR_03__ARBITRARY__V9_SPACE__NONE	 back and forth	 lanterns and arithmetic	0	2	3	1	1	-2.68935	-2.70934	-2.528346	-2.414645	1888	1888	0	0	0		
PAIR_PANEL__PAIR_03__CONVENTIONAL__THE_PHRASE__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_03	THE_PHRASE	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_03__CONVENTIONAL__THE_PHRASE__NONE	PAIR_PANEL__PAIR_03__ARBITRARY__THE_PHRASE__NONE	the phrase back and forth	the phrase lanterns and arithmetic	0	4	5	1	1	-2.757399	-2.765132	-2.591982	-2.591982	2073	2073	0	0	0		
PAIR_PANEL__PAIR_03__CONVENTIONAL__THEY_SAID__NONE__TO__ARBITRARY	WITHIN_CARRIER	PAIR_PANEL	PAIR_03	THEY_SAID	CONVENTIONAL	ARBITRARY	PAIR_PANEL__PAIR_03__CONVENTIONAL__THEY_SAID__NONE	PAIR_PANEL__PAIR_03__ARBITRARY__THEY_SAID__NONE	they said back and forth	they said lanterns and arithmetic	0	4	5	1	1	-2.080727	-2.092071	-1.914112	-1.298118	1978	2256	0	0	0		
